1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	SPY x FAMILY
7	SAKAMOTO DAYS
8	Kagurabachi
9	War of the Adults
10	Nice Prison
11	Black Clover
12	Ichi the Witch
13	Centuria
14	Blue Box
15	Asura’s Verdict
16	G.G.G.
17	RuriDragon
18	Drama Queen
19	MAD
20	I Want To Eat the Arm of a God-Tier Artist
21	The Marshal King
22	Blue Proustian Moment
23	Make the Exorcist Fall in Love
24	Hero Organization
25	The Creepy and Freaky
26	Hope You're Happy, Lemon
27	Märchen Crown
28	Choujin X
29	Hima-Ten!
30	Blooming Love
31	Seraph of the End: Vampire Reign
32	Embers
33	MARRIAGETOXIN
34	Ultimate Exorcist Kiyoshi
35	Shinobi Undercover
36	Dark Side Hero
37	Monochrome Days
38	Mutan
39	But Miyu-chan Needs Me
40	Kindergarten WARS
41	Chainsaw Man
42	Boruto: Two Blue Vortex
43	One Piece
44	Dandadan
45	KAIJU NO.8 (Monster #8)
46	SPY x FAMILY
47	SAKAMOTO DAYS
48	Kagurabachi
49	War of the Adults
50	Nice Prison
51	Black Clover
52	Ichi the Witch
53	Centuria
54	Blue Box
55	Asura’s Verdict
56	G.G.G.
57	RuriDragon
58	Drama Queen
59	MAD
60	I Want To Eat the Arm of a God-Tier Artist
61	The Marshal King
62	Blue Proustian Moment
63	Make the Exorcist Fall in Love
64	Hero Organization
65	The Creepy and Freaky
66	Hope You're Happy, Lemon
67	Märchen Crown
68	Choujin X
69	Hima-Ten!
70	Blooming Love
71	Seraph of the End: Vampire Reign
72	Embers
73	MARRIAGETOXIN
74	Ultimate Exorcist Kiyoshi
75	Shinobi Undercover
76	Dark Side Hero
77	Monochrome Days
78	Mutan
79	But Miyu-chan Needs Me
80	Kindergarten WARS
